MSRP Results:
8 3 10 0.4 3:  0.935, 0.934, 0.902, 0.902, 0.864, 4, 3, 0, 32, 0, 33
8 3 10 0.4 4:  0.661, 0.66, 0.635, 0.635, 0.612, 1, 0, 0, 25, 0, 26
8 3 10 0.4 5:  0.334, 0.333, 0.322, 0.322, 0.308, 1, 0, 0, 11, 0, 12
8 3 10 0.4 6:  0.22, 0.22, 0.206, 0.206, 0.2, 0, 0, 0, 14, 0, 14
8 3 10 0.4 7:  0.167, 0.166, 0.156, 0.156, 0.141, 1, 0, 0, 10, 0, 11
8 3 10 0.4 8:  0.28, 0.278, 0.266, 0.266, 0.252, 2, 0, 0, 12, 0, 14
8 3 20 0.2 1:  0.998, 0.998, 0.995, 0.995, 0.993, 0, 0, 0, 3, 0, 3
8 3 20 0.2 2:  0.994, 0.994, 0.991, 0.991, 0.989, 0, 0, 0, 3, 0, 3
8 3 20 0.2 3:  0.992, 0.992, 0.989, 0.989, 0.984, 0, 0, 0, 3, 0, 3
8 3 20 0.2 4:  0.982, 0.982, 0.977, 0.977, 0.966, 0, 0, 0, 5, 0, 5
8 3 20 0.2 5:  0.861, 0.861, 0.858, 0.858, 0.851, 0, 0, 0, 3, 0, 3
8 3 20 0.2 6:  0.684, 0.684, 0.677, 0.677, 0.671, 0, 0, 0, 7, 0, 7
8 3 20 0.2 7:  0.64, 0.64, 0.639, 0.639, 0.624, 0, 0, 0, 1, 0, 1
8 3 20 0.2 8:  0.783, 0.783, 0.779, 0.779, 0.77, 0, 0, 0, 4, 0, 4
8 3 20 0.3 1:  0.995, 0.995, 0.988, 0.988, 0.981, 0, 0, 0, 7, 0, 7
8 3 20 0.3 2:  0.992, 0.992, 0.98, 0.98, 0.974, 0, 0, 0, 12, 0, 12
8 3 20 0.3 3:  0.978, 0.978, 0.967, 0.967, 0.952, 0, 0, 0, 11, 0, 11
8 3 20 0.3 4:  0.919, 0.919, 0.901, 0.901, 0.882, 0, 0, 0, 18, 0, 18
8 3 20 0.3 5:  0.639, 0.639, 0.631, 0.631, 0.617, 0, 0, 0, 8, 0, 8
8 3 20 0.3 6:  0.497, 0.497, 0.484, 0.484, 0.471, 0, 0, 0, 13, 0, 13
8 3 20 0.3 7:  0.429, 0.429, 0.424, 0.424, 0.411, 0, 0, 0, 5, 0, 5
8 3 20 0.3 8:  0.565, 0.565, 0.554, 0.554, 0.548, 0, 0, 0, 11, 0, 11
8 3 20 0.4 1:  0.977, 0.977, 0.962, 0.962, 0.948, 1, 1, 0, 15, 0, 15
8 3 20 0.4 2:  0.941, 0.939, 0.92, 0.92, 0.882, 2, 0, 0, 19, 0, 21
8 3 20 0.4 3:  0.92, 0.921, 0.89, 0.89, 0.832, 1, 2, 0, 31, 0, 30
8 3 20 0.4 4:  0.703, 0.702, 0.668, 0.668, 0.633, 1, 0, 0, 34, 0, 35
8 3 20 0.4 5:  0.37, 0.368, 0.356, 0.356, 0.333, 2, 0, 0, 12, 0, 14
8 3 20 0.4 6:  0.269, 0.267, 0.254, 0.254, 0.231, 2, 0, 0, 13, 0, 15
8 3 20 0.4 7:  0.231, 0.229, 0.217, 0.217, 0.202, 2, 0, 0, 12, 0, 14
8 3 20 0.4 8:  0.352, 0.35, 0.339, 0.339, 0.322, 2, 0, 0, 11, 0, 13
8 4 1 0.2 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 4 1 0.2 2:  0.998, 0.998, 0.998, 0.998, 0.998, 0, 0, 0, 0, 0, 0
8 4 1 0.2 3:  0.996, 0.996, 0.995, 0.995, 0.995, 0, 0, 0, 1, 0, 1
8 4 1 0.2 4:  0.949, 0.949, 0.948, 0.948, 0.947, 0, 0, 0, 1, 0, 1
8 4 1 0.2 5:  0.676, 0.676, 0.675, 0.675, 0.671, 0, 0, 0, 1, 0, 1
8 4 1 0.2 6:  0.501, 0.501, 0.501, 0.501, 0.5, 0, 0, 0, 0, 0, 0
8 4 1 0.2 7:  0.405, 0.405, 0.403, 0.403, 0.401, 0, 0, 0, 2, 0, 2
8 4 1 0.2 8:  0.559, 0.559, 0.558, 0.558, 0.558, 0, 0, 0, 1, 0, 1
8 4 1 0.3 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 4 1 0.3 2:  0.988, 0.988, 0.987, 0.987, 0.981, 0, 0, 0, 1, 0, 1
8 4 1 0.3 3:  0.952, 0.953, 0.943, 0.943, 0.934, 0, 1, 0, 10, 0, 9
8 4 1 0.3 4:  0.627, 0.628, 0.617, 0.617, 0.607, 0, 1, 0, 11, 0, 10
8 4 1 0.3 5:  0.274, 0.274, 0.27, 0.27, 0.262, 1, 1, 0, 4, 0, 4
8 4 1 0.3 6:  0.179, 0.179, 0.175, 0.175, 0.173, 0, 0, 0, 4, 0, 4
8 4 1 0.3 7:  0.087, 0.087, 0.086, 0.086, 0.084, 0, 0, 0, 1, 0, 1
8 4 1 0.3 8:  0.206, 0.206, 0.199, 0.199, 0.198, 1, 1, 0, 7, 0, 7
8 4 1 0.4 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 4 1 0.4 2:  0.971, 0.971, 0.962, 0.962, 0.954, 0, 0, 0, 9, 0, 9
8 4 1 0.4 3:  0.911, 0.91, 0.893, 0.893, 0.867, 2, 1, 0, 17, 0, 18
8 4 1 0.4 4:  0.341, 0.343, 0.332, 0.332, 0.326, 0, 2, 0, 11, 0, 9
8 4 1 0.4 5:  0.134, 0.134, 0.131, 0.131, 0.127, 0, 0, 0, 3, 0, 3
8 4 1 0.4 6:  0.055, 0.055, 0.054, 0.054, 0.05, 0, 0, 0, 1, 0, 1
8 4 1 0.4 7:  0.038, 0.038, 0.035, 0.035, 0.034, 0, 0, 0, 3, 0, 3
8 4 1 0.4 8:  0.093, 0.093, 0.088, 0.088, 0.085, 1, 1, 0, 5, 0, 5
8 4 5 0.2 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 4 5 0.2 2:  0.997, 0.997, 0.995, 0.995, 0.991, 0, 0, 0, 2, 0, 2
8 4 5 0.2 3:  0.99, 0.991, 0.989, 0.989, 0.982, 0, 1, 0, 2, 0, 1
8 4 5 0.2 4:  0.944, 0.944, 0.937, 0.937, 0.931, 1, 1, 0, 7, 0, 7
8 4 5 0.2 5:  0.658, 0.656, 0.649, 0.649, 0.642, 3, 1, 0, 7, 0, 9
8 4 5 0.2 6:  0.496, 0.493, 0.488, 0.488, 0.481, 3, 0, 0, 5, 0, 8
8 4 5 0.2 7:  0.401, 0.402, 0.394, 0.394, 0.388, 0, 1, 0, 8, 0, 7
8 4 5 0.2 8:  0.579, 0.578, 0.575, 0.575, 0.568, 1, 0, 0, 3, 0, 4
8 4 5 0.3 1:  0.999, 0.999, 0.998, 0.998, 0.991, 0, 0, 0, 1, 0, 1
8 4 5 0.3 2:  0.977, 0.978, 0.97, 0.97, 0.939, 0, 1, 0, 8, 0, 7
8 4 5 0.3 3:  0.954, 0.953, 0.922, 0.922, 0.882, 3, 2, 0, 31, 0, 32
8 4 5 0.3 4:  0.656, 0.656, 0.637, 0.637, 0.601, 3, 3, 0, 19, 0, 19
8 4 5 0.3 5:  0.289, 0.287, 0.273, 0.273, 0.254, 5, 3, 0, 14, 0, 16
8 4 5 0.3 6:  0.155, 0.155, 0.149, 0.149, 0.141, 1, 1, 0, 6, 0, 6
8 4 5 0.3 7:  0.109, 0.106, 0.103, 0.103, 0.093, 3, 0, 0, 3, 0, 6
8 4 5 0.3 8:  0.248, 0.247, 0.243, 0.243, 0.226, 2, 1, 0, 4, 0, 5
8 4 5 0.4 1:  0.992, 0.992, 0.987, 0.987, 0.966, 0, 0, 0, 5, 0, 5
8 4 5 0.4 2:  0.935, 0.934, 0.903, 0.903, 0.851, 2, 1, 0, 31, 0, 32
8 4 5 0.4 3:  0.866, 0.857, 0.807, 0.807, 0.721, 10, 1, 0, 50, 0, 59
8 4 5 0.4 4:  0.349, 0.347, 0.316, 0.316, 0.27, 6, 4, 0, 31, 0, 33
8 4 5 0.4 5:  0.131, 0.129, 0.12, 0.12, 0.104, 2, 0, 0, 9, 0, 11
8 4 5 0.4 6:  0.063, 0.063, 0.056, 0.056, 0.042, 0, 0, 0, 7, 0, 7
8 4 5 0.4 7:  0.032, 0.031, 0.028, 0.028, 0.028, 1, 0, 0, 3, 0, 4
8 4 5 0.4 8:  0.114, 0.114, 0.103, 0.103, 0.095, 1, 1, 0, 11, 0, 11
8 4 10 0.2 1:  1.0, 1.0, 1.0, 1.0, 0.996, 0, 0, 0, 0, 0, 0
8 4 10 0.2 2:  0.998, 0.998, 0.994, 0.994, 0.988, 0, 0, 0, 4, 0, 4
8 4 10 0.2 3:  0.99, 0.99, 0.984, 0.984, 0.974, 0, 0, 0, 6, 0, 6
8 4 10 0.2 4:  0.96, 0.959, 0.952, 0.952, 0.941, 1, 0, 0, 7, 0, 8
8 4 10 0.2 5:  0.669, 0.669, 0.665, 0.665, 0.659, 0, 0, 0, 4, 0, 4
8 4 10 0.2 6:  0.526, 0.526, 0.517, 0.517, 0.509, 0, 0, 0, 9, 0, 9
8 4 10 0.2 7:  0.443, 0.443, 0.435, 0.435, 0.427, 0, 0, 0, 8, 0, 8
8 4 10 0.2 8:  0.602, 0.602, 0.593, 0.593, 0.584, 0, 0, 0, 9, 0, 9
8 4 10 0.3 1:  0.997, 0.997, 0.991, 0.991, 0.972, 0, 0, 0, 6, 0, 6
8 4 10 0.3 2:  0.966, 0.965, 0.951, 0.951, 0.903, 3, 2, 0, 14, 0, 15
8 4 10 0.3 3:  0.934, 0.932, 0.898, 0.898, 0.84, 4, 2, 0, 34, 0, 36
8 4 10 0.3 4:  0.626, 0.624, 0.589, 0.589, 0.544, 4, 2, 0, 35, 0, 37
8 4 10 0.3 5:  0.271, 0.269, 0.247, 0.247, 0.22, 3, 1, 0, 22, 0, 24
8 4 10 0.3 6:  0.186, 0.183, 0.175, 0.175, 0.158, 3, 0, 0, 8, 0, 11
8 4 10 0.3 7:  0.122, 0.119, 0.107, 0.107, 0.09, 4, 1, 0, 12, 0, 15
8 4 10 0.3 8:  0.251, 0.251, 0.242, 0.242, 0.217, 1, 1, 0, 9, 0, 9
8 4 10 0.4 1:  0.975, 0.976, 0.963, 0.963, 0.921, 1, 2, 0, 13, 0, 12
8 4 10 0.4 2:  0.913, 0.903, 0.861, 0.861, 0.765, 12, 2, 0, 42, 0, 52
8 4 10 0.4 3:  0.856, 0.85, 0.785, 0.785, 0.657, 12, 6, 0, 65, 0, 71
8 4 10 0.4 4:  0.383, 0.375, 0.338, 0.338, 0.278, 13, 5, 0, 37, 0, 45
8 4 10 0.4 5:  0.15, 0.144, 0.129, 0.129, 0.096, 10, 4, 0, 15, 0, 21
8 4 10 0.4 6:  0.059, 0.058, 0.051, 0.051, 0.039, 1, 0, 0, 7, 0, 8
8 4 10 0.4 7:  0.026, 0.025, 0.023, 0.023, 0.014, 1, 0, 0, 2, 0, 3
8 4 10 0.4 8:  0.109, 0.107, 0.097, 0.097, 0.085, 3, 1, 0, 10, 0, 12
8 4 20 0.2 1:  1.0, 1.0, 0.998, 0.998, 0.997, 0, 0, 0, 2, 0, 2
8 4 20 0.2 2:  0.99, 0.988, 0.979, 0.979, 0.97, 2, 0, 0, 9, 0, 11
8 4 20 0.2 3:  0.983, 0.984, 0.974, 0.974, 0.954, 0, 1, 0, 10, 0, 9
8 4 20 0.2 4:  0.955, 0.954, 0.946, 0.946, 0.92, 1, 0, 0, 8, 0, 9
8 4 20 0.2 5:  0.715, 0.714, 0.708, 0.708, 0.692, 1, 0, 0, 6, 0, 7
8 4 20 0.2 6:  0.536, 0.537, 0.527, 0.527, 0.517, 1, 2, 0, 10, 0, 9
8 4 20 0.2 7:  0.46, 0.459, 0.451, 0.451, 0.442, 1, 0, 0, 8, 0, 9
8 4 20 0.2 8:  0.639, 0.639, 0.632, 0.632, 0.618, 0, 0, 0, 7, 0, 7
8 4 20 0.3 1:  0.982, 0.981, 0.964, 0.964, 0.93, 1, 0, 0, 17, 0, 18
8 4 20 0.3 2:  0.951, 0.948, 0.924, 0.924, 0.858, 4, 1, 0, 24, 0, 27
8 4 20 0.3 3:  0.923, 0.914, 0.87, 0.87, 0.757, 11, 2, 0, 44, 0, 53
8 4 20 0.3 4:  0.675, 0.666, 0.619, 0.619, 0.535, 12, 3, 0, 47, 0, 56
8 4 20 0.3 5:  0.296, 0.289, 0.267, 0.267, 0.227, 8, 1, 0, 22, 0, 29
8 4 20 0.3 6:  0.189, 0.18, 0.17, 0.17, 0.145, 9, 0, 0, 10, 0, 19
8 4 20 0.3 7:  0.146, 0.143, 0.136, 0.136, 0.117, 3, 0, 0, 7, 0, 10
8 4 20 0.3 8:  0.317, 0.314, 0.289, 0.289, 0.265, 4, 1, 0, 25, 0, 28
8 4 20 0.4 1:  0.958, 0.956, 0.934, 0.934, 0.863, 4, 2, 0, 22, 0, 24
8 4 20 0.4 2:  0.86, 0.853, 0.8, 0.8, 0.668, 9, 2, 0, 53, 0, 60
8 4 20 0.4 3:  0.797, 0.786, 0.708, 0.708, 0.551, 15, 4, 0, 78, 0, 89
8 4 20 0.4 4:  0.384, 0.38, 0.331, 0.331, 0.252, 8, 4, 0, 49, 0, 53
8 4 20 0.4 5:  0.123, 0.114, 0.095, 0.095, 0.066, 10, 1, 0, 19, 0, 28
8 4 20 0.4 6:  0.056, 0.052, 0.039, 0.039, 0.027, 5, 1, 0, 13, 0, 17
8 4 20 0.4 7:  0.046, 0.044, 0.038, 0.038, 0.034, 2, 0, 0, 6, 0, 8
8 4 20 0.4 8:  0.168, 0.164, 0.141, 0.141, 0.111, 5, 1, 0, 23, 0, 27
8 5 1 0.2 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 5 1 0.2 2:  0.995, 0.995, 0.993, 0.993, 0.988, 0, 0, 0, 2, 0, 2
8 5 1 0.2 3:  0.98, 0.981, 0.977, 0.977, 0.963, 0, 1, 0, 4, 0, 3
8 5 1 0.2 4:  0.796, 0.796, 0.792, 0.792, 0.772, 1, 1, 0, 4, 0, 4
8 5 1 0.2 5:  0.413, 0.413, 0.41, 0.41, 0.4, 0, 0, 0, 3, 0, 3
8 5 1 0.2 6:  0.292, 0.292, 0.29, 0.29, 0.288, 1, 1, 0, 2, 0, 2
8 5 1 0.2 7:  0.218, 0.218, 0.218, 0.218, 0.215, 0, 0, 0, 0, 0, 0
8 5 1 0.2 8:  0.365, 0.366, 0.363, 0.363, 0.354, 0, 1, 0, 3, 0, 2
8 5 1 0.3 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 5 1 0.3 2:  0.976, 0.978, 0.968, 0.968, 0.938, 0, 2, 0, 10, 0, 8
8 5 1 0.3 3:  0.923, 0.924, 0.907, 0.907, 0.869, 2, 3, 0, 17, 0, 16
8 5 1 0.3 4:  0.427, 0.428, 0.413, 0.413, 0.387, 1, 2, 0, 15, 0, 14
8 5 1 0.3 5:  0.16, 0.159, 0.151, 0.151, 0.143, 2, 1, 0, 8, 0, 9
8 5 1 0.3 6:  0.088, 0.089, 0.078, 0.078, 0.075, 1, 2, 0, 11, 0, 10
8 5 1 0.3 7:  0.031, 0.031, 0.026, 0.026, 0.022, 0, 0, 0, 5, 0, 5
8 5 1 0.3 8:  0.118, 0.118, 0.116, 0.116, 0.111, 0, 0, 0, 2, 0, 2
8 5 1 0.4 1:  1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
8 5 1 0.4 2:  0.948, 0.948, 0.938, 0.938, 0.875, 0, 0, 0, 10, 0, 10
8 5 1 0.4 3:  0.861, 0.861, 0.835, 0.835, 0.749, 4, 4, 0, 26, 0, 26
8 5 1 0.4 4:  0.159, 0.158, 0.148, 0.148, 0.124, 2, 1, 0, 10, 0, 11
8 5 1 0.4 5:  0.06, 0.059, 0.053, 0.053, 0.041, 1, 0, 0, 6, 0, 7
8 5 1 0.4 6:  0.015, 0.015, 0.014, 0.014, 0.013, 0, 0, 0, 1, 0, 1
8 5 1 0.4 7:  0.013, 0.013, 0.01, 0.01, 0.004, 0, 0, 0, 3, 0, 3
8 5 1 0.4 8:  0.031, 0.031, 0.031, 0.031, 0.029, 0, 0, 0, 0, 0, 0
8 5 5 0.2 1:  1.0, 1.0, 1.0, 1.0, 0.996, 0, 0, 0, 0, 0, 0
8 5 5 0.2 2:  0.992, 0.991, 0.985, 0.985, 0.957, 2, 1, 0, 6, 0, 7
8 5 5 0.2 3:  0.982, 0.977, 0.964, 0.964, 0.913, 5, 0, 0, 13, 0, 18
8 5 5 0.2 4:  0.795, 0.793, 0.776, 0.776, 0.722, 4, 2, 0, 17, 0, 19
8 5 5 0.2 5:  0.412, 0.411, 0.403, 0.403, 0.373, 2, 1, 0, 8, 0, 9
8 5 5 0.2 6:  0.298, 0.298, 0.286, 0.286, 0.263, 1, 1, 0, 12, 0, 12
8 5 5 0.2 7:  0.202, 0.2, 0.195, 0.195, 0.185, 3, 1, 0, 5, 0, 7
8 5 5 0.2 8:  0.355, 0.357, 0.35, 0.35, 0.331, 1, 3, 0, 7, 0, 5
8 5 5 0.3 1:  0.993, 0.994, 0.989, 0.989, 0.964, 0, 1, 0, 5, 0, 4
8 5 5 0.3 2:  0.964, 0.962, 0.933, 0.933, 0.839, 3, 1, 0, 29, 0, 31
8 5 5 0.3 3:  0.89, 0.889, 0.839, 0.839, 0.709, 5, 4, 0, 50, 0, 51
8 5 5 0.3 4:  0.423, 0.419, 0.391, 0.391, 0.325, 5, 1, 0, 28, 0, 32
8 5 5 0.3 5:  0.157, 0.149, 0.13, 0.13, 0.104, 8, 0, 0, 19, 0, 27
8 5 5 0.3 6:  0.077, 0.073, 0.061, 0.061, 0.054, 4, 0, 0, 12, 0, 16
8 5 5 0.3 7:  0.038, 0.036, 0.033, 0.033, 0.028, 2, 0, 0, 3, 0, 5
8 5 5 0.3 8:  0.132, 0.129, 0.12, 0.12, 0.1, 3, 0, 0, 9, 0, 12
8 5 5 0.4 1:  0.984, 0.985, 0.973, 0.973, 0.918, 0, 1, 0, 12, 0, 11
8 5 5 0.4 2:  0.885, 0.887, 0.838, 0.838, 0.662, 4, 6, 0, 49, 0, 47
8 5 5 0.4 3:  0.73, 0.722, 0.628, 0.628, 0.466, 13, 5, 0, 94, 0, 102
8 5 5 0.4 4:  0.164, 0.158, 0.133, 0.133, 0.087, 9, 3, 0, 25, 0, 31
8 5 5 0.4 5:  0.05, 0.048, 0.039, 0.039, 0.026, 3, 1, 0, 9, 0, 11
8 5 5 0.4 6:  0.013, 0.012, 0.008, 0.008, 0.005, 1, 0, 0, 4, 0, 5
8 5 5 0.4 7:  0.005, 0.004, 0.003, 0.003, 0.003, 1, 0, 0, 1, 0, 2
8 5 5 0.4 8:  0.028, 0.027, 0.025, 0.025, 0.016, 1, 0, 0, 2, 0, 3
8 5 10 0.2 1:  0.999, 0.999, 0.997, 0.997, 0.984, 0, 0, 0, 2, 0, 2
8 5 10 0.2 2:  0.981, 0.983, 0.968, 0.968, 0.927, 1, 3, 0, 15, 0, 13
8 5 10 0.2 3:  0.965, 0.96, 0.945, 0.945, 0.879, 5, 0, 0, 15, 0, 20
8 5 10 0.2 4:  0.816, 0.818, 0.793, 0.793, 0.728, 1, 3, 0, 25, 0, 23
8 5 10 0.2 5:  0.419, 0.417, 0.4, 0.4, 0.366, 4, 2, 0, 17, 0, 19
8 5 10 0.2 6:  0.287, 0.281, 0.275, 0.275, 0.238, 7, 1, 0, 6, 0, 12
8 5 10 0.2 7:  0.198, 0.195, 0.186, 0.186, 0.165, 5, 2, 0, 9, 0, 12
8 5 10 0.2 8:  0.343, 0.342, 0.327, 0.327, 0.295, 2, 1, 0, 15, 0, 16
8 5 10 0.3 1:  0.988, 0.988, 0.977, 0.977, 0.927, 1, 1, 0, 11, 0, 11
8 5 10 0.3 2:  0.929, 0.928, 0.885, 0.885, 0.742, 5, 4, 0, 43, 0, 44
8 5 10 0.3 3:  0.84, 0.831, 0.765, 0.765, 0.602, 17, 8, 0, 66, 0, 75
8 5 10 0.3 4:  0.403, 0.393, 0.341, 0.341, 0.242, 17, 7, 0, 52, 0, 62
8 5 10 0.3 5:  0.144, 0.136, 0.118, 0.118, 0.075, 11, 3, 0, 18, 0, 26
8 5 10 0.3 6:  0.071, 0.067, 0.06, 0.06, 0.041, 4, 0, 0, 7, 0, 11
